txn_id,date,amount,currency,merchant,category,status,code
316471,2023-05-06,3339.84,GBP,Statler Hardware,dining,pending,77
318981,2023-01-26,2790.96,EUR,Vela Cycles,utilities,chargeback,70
319164,2023-02-11,1257.96,GBP,Nordic Fjäll,utilities,paid,36
319262,2023-08-09,1514.50,EUR,Trailhead Sports,apparel,pending,51
325352,2024-04-22,2478.69,GBP,Blue Harbor Goods,dining,refunded,77
326408,2023-10-27,569.98,EUR,Café Norte,dining,refunded,43
326918,2024-03-05,1518.86,USD,Café Norte,,refunded,3
327383,2023-08-31,2532.03,GBP,Blue Harbor Goods,grocery,refunded,70
329644,2024-03-31,3445.42,GBP,Trailhead Sports,apparel,chargeback,38
332194,2024-07-18,4175.32,USD,Orchard and Vine,fuel,refunded,47
333564,2024-10-16,779.01,EUR,Statler Hardware,travel,pending,28
334111,2023-01-06,1814.36,EUR,Café Norte,dining,refunded,36
335598,2023-09-25,405.16,EUR,Petit Marché,utilities,refunded,54
336220,2023-11-18,2747.91,USD,Kestrel Outfitters,utilities,pending,
336971,2024-11-06,2278.80,USD,Orchard and Vine,travel,pending,94
338565,2024-02-15,3859.19,GBP,Blue Harbor Goods,hardware,pending,54
339605,2023-10-20,413.80,GBP,Fjord Interiors,dining,chargeback,65
340480,2023-10-12,293.34,USD,Fjord Interiors,apparel,paid,11
341613,2024-08-06,460.92,EUR,Blue Harbor Goods,travel,pending,90
342144,2024-11-26,776.82,USD,Petit Marché,grocery,paid,48
343412,2024-06-05,2882.23,USD,Trailhead Sports,fuel,chargeback,99
345329,2023-09-29,1466.93,GBP,Kestrel Outfitters,utilities,refunded,57
346124,2023-04-04,136.94,USD,Statler Hardware,grocery,pending,58
346719,2023-04-04,3296.93,GBP,Nordic Fjäll,dining,pending,22
346788,2023-02-17,302.76,USD,Blue Harbor Goods,travel,chargeback,
347695,2024-08-18,112.72,GBP,Kestrel Outfitters,utilities,refunded,6
349116,2023-03-29,2411.28,EUR,Kestrel Outfitters,hardware,refunded,85
349253,2023-05-12,387.86,USD,Nordic Fjäll,travel,paid,1
350097,2024-06-04,1538.72,GBP,Trailhead Sports,grocery,refunded,98
350357,2023-03-13,158.97,USD,Nordic Fjäll,fuel,paid,55
352476,2024-02-26,3175.69,USD,Nordic Fjäll,dining,chargeback,20
353030,2024-03-09,4206.57,GBP,Northwind Supply,grocery,pending,81
354124,2024-09-15,1468.10,USD,Trailhead Sports,grocery,paid,61
354624,2023-08-22,2634.70,USD,Statler Hardware,dining,chargeback,95
355634,2024-06-18,4400.39,EUR,Kestrel Outfitters,fuel,chargeback,46
355827,2024-11-26,1864.98,GBP,Delta Pharmacy,,pending,35
356600,2023-09-29,256.25,EUR,Petit Marché,fuel,pending,45
357761,2024-06-30,2338.03,USD,Statler Hardware,apparel,pending,71
358244,2024-05-14,1083.62,EUR,Café Norte,grocery,refunded,66
359095,2024-04-02,1220.72,GBP,Delta Pharmacy,grocery,pending,52
359699,2023-11-24,1097.44,EUR,Orchard and Vine,apparel,chargeback,71
362284,2023-04-05,2527.26,GBP,Statler Hardware,grocery,refunded,3
362382,2023-09-26,3039.44,USD,Petit Marché,apparel,paid,94
364859,2024-07-14,2275.89,USD,Nordic Fjäll,apparel,refunded,34
365093,2023-04-26,3842.57,USD,Orchard and Vine,grocery,chargeback,53
367338,2024-07-15,1809.57,EUR,Statler Hardware,utilities,pending,10
368647,2023-04-16,1776.71,USD,Fjord Interiors,travel,refunded,59
368776,2023-08-16,2459.97,EUR,Statler Hardware,utilities,refunded,88
368946,2023-07-07,121.51,GBP,Kestrel Outfitters,,refunded,47
368989,2023-01-15,3409.72,GBP,Café Norte,hardware,chargeback,14
369373,2024-07-07,3350.32,EUR,Blue Harbor Goods,utilities,chargeback,32
369429,2023-03-01,826.27,USD,Orchard and Vine,dining,refunded,73
369603,2024-03-15,3221.02,GBP,Delta Pharmacy,apparel,pending,83
370238,2024-09-16,919.39,USD,Northwind Supply,hardware,chargeback,61
370882,2024-05-20,4350.68,GBP,Blue Harbor Goods,grocery,refunded,
370925,2024-01-21,2311.03,GBP,Vela Cycles,fuel,paid,41
371076,2024-08-06,2132.50,GBP,Statler Hardware,apparel,paid,69
371204,2024-01-21,4084.59,EUR,Petit Marché,dining,paid,62
372769,2024-11-24,3838.51,USD,Trailhead Sports,utilities,paid,79
372855,2023-06-26,3755.07,GBP,Northwind Supply,apparel,refunded,19
373239,2024-10-06,3498.52,USD,Statler Hardware,travel,pending,10
373954,2023-08-25,3659.98,GBP,Fjord Interiors,hardware,chargeback,55
374084,2024-05-05,4545.28,EUR,Delta Pharmacy,utilities,refunded,39
374587,2023-04-01,2083.69,GBP,Trailhead Sports,grocery,pending,25
374922,2024-01-03,462.53,USD,Petit Marché,dining,paid,26
375469,2023-07-26,4360.00,USD,Delta Pharmacy,utilities,pending,26
376692,2023-02-05,432.85,GBP,Petit Marché,hardware,paid,82
377538,2024-03-20,772.11,USD,Blue Harbor Goods,dining,paid,22
378121,2024-05-22,3221.62,GBP,Fjord Interiors,fuel,pending,98
378374,2024-06-14,483.36,USD,Northwind Supply,travel,pending,81
379986,2023-04-03,1406.46,USD,Delta Pharmacy,apparel,paid,75
380315,2024-10-06,2568.19,EUR,Delta Pharmacy,utilities,pending,6
380865,2024-02-28,3910.84,EUR,Delta Pharmacy,travel,refunded,56
381124,2023-07-18,217.80,GBP,Northwind Supply,dining,chargeback,3
382145,2023-03-10,31.86,EUR,Vela Cycles,apparel,refunded,68
382928,2023-05-13,2380.83,EUR,Delta Pharmacy,hardware,pending,17
383208,2023-12-31,4587.44,USD,Petit Marché,hardware,pending,51
383304,2024-07-07,3681.45,EUR,Delta Pharmacy,utilities,chargeback,73
383433,2023-08-16,473.11,EUR,Delta Pharmacy,,paid,1
386338,2023-10-16,9.14,EUR,Café Norte,travel,chargeback,52
386795,2023-12-04,2690.07,EUR,Statler Hardware,,pending,75
387483,2023-03-08,3688.82,USD,Northwind Supply,,pending,
389020,2023-11-22,4595.73,USD,Statler Hardware,dining,chargeback,80
389720,2024-11-06,4033.44,EUR,Vela Cycles,apparel,pending,44
389756,2023-12-13,1145.54,EUR,Vela Cycles,grocery,paid,4
389802,2023-05-28,1500.47,USD,Vela Cycles,apparel,chargeback,49
389912,2023-09-13,1907.82,EUR,Statler Hardware,dining,refunded,22
390529,2024-02-11,1219.79,EUR,Statler Hardware,dining,paid,94
392709,2024-09-21,1539.22,USD,Trailhead Sports,dining,pending,7
393017,2023-09-05,995.00,EUR,Nordic Fjäll,hardware,refunded,40
393358,2024-01-08,2228.85,GBP,Café Norte,travel,chargeback,42
394636,2024-03-12,3944.43,USD,Petit Marché,dining,chargeback,4
395065,2023-06-15,4281.01,GBP,Statler Hardware,grocery,paid,53
396202,2024-10-11,14.21,EUR,Fjord Interiors,dining,pending,29
398140,2023-02-14,4328.86,GBP,Vela Cycles,travel,pending,52
399487,2024-10-03,4068.93,EUR,Vela Cycles,utilities,pending,9
399614,2024-11-12,2886.16,USD,Café Norte,hardware,paid,23
400483,2024-03-11,872.07,USD,Statler Hardware,utilities,pending,31
400574,2023-04-21,2164.04,USD,Blue Harbor Goods,dining,pending,84
401410,2024-09-05,3029.21,GBP,Statler Hardware,fuel,pending,55
402541,2023-07-13,1889.13,GBP,Northwind Supply,hardware,paid,81
402549,2024-01-24,286.87,EUR,Petit Marché,fuel,chargeback,21
403476,2023-01-19,4350.19,USD,Nordic Fjäll,apparel,pending,51
403507,2024-05-27,754.50,USD,Blue Harbor Goods,apparel,paid,6
404568,2024-08-05,4383.84,EUR,Trailhead Sports,utilities,pending,
405319,2023-09-18,3524.14,EUR,Blue Harbor Goods,grocery,pending,2
406367,2023-08-06,507.25,USD,Orchard and Vine,hardware,pending,34
407087,2023-03-26,283.03,GBP,Petit Marché,travel,refunded,12
407272,2023-06-25,620.19,GBP,Vela Cycles,hardware,paid,62
407366,2023-07-04,2333.15,EUR,Delta Pharmacy,travel,chargeback,43
407990,2024-01-23,2662.45,GBP,Fjord Interiors,apparel,chargeback,69
408992,2024-02-01,2980.09,EUR,Fjord Interiors,travel,refunded,88
409477,2023-02-09,1071.70,GBP,Fjord Interiors,utilities,refunded,3
409689,2024-11-04,4613.56,GBP,Nordic Fjäll,hardware,paid,36
413201,2024-10-05,3415.91,GBP,Orchard and Vine,travel,chargeback,63
414718,2023-09-08,1008.82,GBP,Kestrel Outfitters,grocery,refunded,35
415092,2023-02-01,577.68,EUR,Kestrel Outfitters,apparel,chargeback,54
415475,2024-01-16,454.05,USD,Orchard and Vine,travel,paid,25
415787,2024-03-25,2275.06,GBP,Nordic Fjäll,,paid,69
416636,2023-05-06,3947.32,EUR,Blue Harbor Goods,dining,pending,74
418763,2024-02-13,2518.03,EUR,Northwind Supply,apparel,pending,46
419986,2023-12-14,3069.25,GBP,Blue Harbor Goods,dining,chargeback,87
420400,2023-01-01,1480.35,GBP,Petit Marché,travel,pending,53
420615,2023-05-03,3148.31,EUR,Delta Pharmacy,travel,pending,56
420699,2024-01-25,4290.62,GBP,Statler Hardware,grocery,pending,15
420837,2023-03-30,584.54,GBP,Trailhead Sports,travel,paid,
420915,2024-04-30,2952.91,USD,Fjord Interiors,hardware,pending,24
421109,2023-04-28,902.00,USD,Orchard and Vine,apparel,pending,30
422318,2023-04-29,4414.81,USD,Blue Harbor Goods,fuel,refunded,21
422867,2024-11-03,3029.92,USD,Nordic Fjäll,fuel,paid,20
423877,2023-04-07,44.94,GBP,Café Norte,utilities,refunded,70
424319,2024-09-17,2114.26,USD,Nordic Fjäll,dining,pending,8
424771,2023-11-14,794.10,EUR,Northwind Supply,hardware,chargeback,17
425738,2023-03-10,4029.80,USD,Orchard and Vine,fuel,chargeback,90
425768,2023-11-17,3008.21,EUR,Kestrel Outfitters,grocery,pending,98
426309,2024-07-09,1043.76,USD,Petit Marché,utilities,chargeback,5
427133,2023-06-02,2932.08,EUR,Nordic Fjäll,grocery,paid,64
428534,2024-06-01,86.55,GBP,Vela Cycles,fuel,refunded,96
430766,2023-10-01,3164.86,USD,Blue Harbor Goods,dining,pending,60
431466,2023-04-02,318.42,USD,Delta Pharmacy,fuel,refunded,44
431814,2024-02-28,4563.70,GBP,Delta Pharmacy,grocery,paid,13
432018,2024-03-08,456.01,GBP,Café Norte,grocery,refunded,86
433236,2023-01-18,2029.75,GBP,Nordic Fjäll,,chargeback,70
433920,2023-10-24,3132.06,EUR,Statler Hardware,apparel,chargeback,1
435964,2023-10-05,2173.76,EUR,Trailhead Sports,apparel,paid,87
437911,2023-06-07,2738.53,EUR,Café Norte,apparel,chargeback,30
439725,2024-11-21,2809.16,USD,Trailhead Sports,dining,pending,44
439834,2024-04-08,1641.14,USD,Trailhead Sports,grocery,chargeback,24
440573,2023-05-14,2867.32,GBP,Northwind Supply,dining,pending,29
440643,2024-09-17,3863.68,USD,Petit Marché,fuel,refunded,37
441905,2024-08-12,2902.87,GBP,Café Norte,apparel,refunded,82
442464,2023-09-21,2925.80,USD,Nordic Fjäll,hardware,refunded,18
442539,2023-08-26,3925.35,USD,Vela Cycles,hardware,refunded,66
443544,2023-08-29,299.48,GBP,Blue Harbor Goods,fuel,paid,2
444096,2023-02-07,4771.99,USD,Northwind Supply,hardware,chargeback,77
447216,2023-01-14,3559.42,USD,Café Norte,apparel,chargeback,8
447533,2023-04-23,398.96,EUR,Blue Harbor Goods,hardware,refunded,94
448165,2023-08-08,1706.41,EUR,Vela Cycles,travel,refunded,88
449457,2023-10-21,866.54,USD,Delta Pharmacy,fuel,chargeback,59
450788,2024-10-06,4766.54,EUR,Delta Pharmacy,dining,chargeback,30
451186,2023-10-22,3249.88,GBP,Delta Pharmacy,dining,paid,52
452202,2024-10-17,2781.86,USD,Kestrel Outfitters,hardware,paid,29
453386,2023-07-17,2245.23,USD,Nordic Fjäll,grocery,chargeback,83
454015,2024-10-16,3346.66,USD,Statler Hardware,apparel,paid,37
455007,2023-11-25,1610.17,USD,Vela Cycles,travel,pending,3
456615,2024-07-04,454.23,EUR,Delta Pharmacy,dining,pending,94
456738,2024-07-20,3007.47,USD,Northwind Supply,grocery,refunded,
456744,2023-12-04,2734.37,EUR,Statler Hardware,fuel,paid,25
458169,2024-06-14,13.99,USD,Northwind Supply,travel,refunded,
458637,2023-07-09,3283.29,USD,Blue Harbor Goods,grocery,paid,58
458751,2024-08-18,4064.56,GBP,Kestrel Outfitters,utilities,paid,30
459355,2023-12-17,1442.70,GBP,Nordic Fjäll,dining,pending,30
459512,2024-01-20,4796.66,GBP,Café Norte,hardware,paid,52
460403,2023-07-10,4059.60,USD,Orchard and Vine,grocery,chargeback,30
460531,2024-09-05,2083.32,GBP,Nordic Fjäll,grocery,chargeback,23
461254,2023-04-07,1119.55,EUR,Vela Cycles,apparel,chargeback,36
461350,2023-03-22,1708.51,EUR,Orchard and Vine,travel,refunded,44
461614,2024-07-06,3498.16,GBP,Nordic Fjäll,hardware,chargeback,50
462120,2024-04-03,2897.66,EUR,Kestrel Outfitters,apparel,pending,6
462404,2023-12-07,3044.59,USD,Café Norte,dining,paid,61
464711,2023-07-25,2102.78,EUR,Café Norte,utilities,chargeback,
465771,2023-07-18,3008.52,USD,Fjord Interiors,dining,pending,6
466122,2023-09-29,817.73,USD,Fjord Interiors,fuel,pending,81
466954,2023-12-23,2315.91,USD,Café Norte,travel,paid,1
467457,2024-09-17,1591.83,EUR,Trailhead Sports,hardware,paid,
467770,2024-04-04,273.14,EUR,Statler Hardware,,refunded,81
469586,2024-04-18,657.09,USD,Delta Pharmacy,fuel,chargeback,29
470423,2024-08-17,4492.74,EUR,Café Norte,dining,chargeback,
470985,2024-09-19,3707.26,USD,Kestrel Outfitters,utilities,refunded,31
471046,2023-05-22,1053.60,GBP,Nordic Fjäll,travel,paid,88
471435,2024-05-03,2368.88,EUR,Petit Marché,apparel,chargeback,25
472022,2023-06-01,246.97,GBP,Petit Marché,fuel,chargeback,70
473573,2023-05-28,1907.95,EUR,Statler Hardware,hardware,paid,18
474770,2024-06-24,2398.72,USD,Fjord Interiors,grocery,pending,23
476885,2023-06-01,978.38,EUR,Trailhead Sports,fuel,pending,22
477208,2023-01-18,1949.87,GBP,Orchard and Vine,,paid,87
478590,2024-11-08,2074.57,EUR,Kestrel Outfitters,apparel,paid,18
478785,2023-12-09,1119.20,GBP,Statler Hardware,dining,pending,24
479905,2024-07-02,4346.55,USD,Petit Marché,grocery,pending,76
482591,2023-06-17,1278.87,EUR,Northwind Supply,hardware,pending,51
483192,2023-08-11,980.37,EUR,Nordic Fjäll,travel,chargeback,16
483606,2023-03-09,3197.85,GBP,Statler Hardware,apparel,paid,62
483786,2024-07-05,4287.62,USD,Fjord Interiors,travel,chargeback,91
484230,2024-03-03,3833.12,GBP,Northwind Supply,,chargeback,16
485701,2023-06-12,4690.73,EUR,Statler Hardware,grocery,chargeback,85
486125,2023-06-03,3172.95,EUR,Orchard and Vine,grocery,refunded,52
487614,2024-09-10,1544.98,GBP,Blue Harbor Goods,fuel,paid,86
488844,2023-06-20,4146.07,GBP,Trailhead Sports,apparel,chargeback,43
489206,2023-06-28,2370.09,GBP,Orchard and Vine,,paid,68
489436,2023-01-30,1597.00,GBP,Statler Hardware,dining,paid,77
489906,2024-04-25,588.12,USD,Orchard and Vine,hardware,refunded,72
490339,2023-07-22,1341.34,USD,Café Norte,dining,refunded,96
491262,2024-04-20,4114.82,GBP,Statler Hardware,travel,refunded,8
493370,2023-10-25,3913.03,USD,Delta Pharmacy,fuel,refunded,56
493488,2023-06-29,4799.85,GBP,Orchard and Vine,utilities,pending,47
494488,2024-04-23,2411.09,USD,Blue Harbor Goods,apparel,chargeback,52
494883,2023-06-16,585.72,GBP,Northwind Supply,dining,pending,88
496865,2024-11-15,1661.06,EUR,Fjord Interiors,dining,chargeback,85
499068,2023-07-05,1355.29,USD,Nordic Fjäll,fuel,paid,56
500878,2023-04-30,2631.10,USD,Fjord Interiors,grocery,pending,91
501959,2023-06-02,286.51,GBP,Orchard and Vine,apparel,paid,35
502040,2023-11-04,3080.95,USD,Orchard and Vine,apparel,pending,
503045,2024-07-27,1660.64,GBP,Nordic Fjäll,utilities,chargeback,68
503209,2023-08-17,506.88,USD,Trailhead Sports,hardware,pending,59
503574,2023-11-02,351.93,USD,Vela Cycles,grocery,pending,
504971,2024-08-12,2812.08,GBP,Blue Harbor Goods,apparel,chargeback,92
505936,2023-03-20,585.03,GBP,Trailhead Sports,grocery,pending,12
506120,2024-01-01,3488.80,EUR,Nordic Fjäll,travel,refunded,7
507564,2023-10-28,1093.92,GBP,Delta Pharmacy,hardware,chargeback,53
507829,2024-09-17,4283.67,USD,Nordic Fjäll,apparel,pending,77
509356,2023-11-17,3838.84,USD,Orchard and Vine,grocery,refunded,16
509414,2023-12-26,2132.13,USD,Delta Pharmacy,hardware,pending,84
510587,2024-10-13,2763.83,GBP,Vela Cycles,grocery,pending,1
511630,2024-08-23,2672.80,GBP,Blue Harbor Goods,travel,refunded,2
512603,2023-08-29,2545.31,GBP,Vela Cycles,dining,paid,12
513045,2024-07-07,4092.80,USD,Northwind Supply,apparel,chargeback,
514405,2023-09-23,1969.57,USD,Petit Marché,hardware,paid,82
514433,2024-09-22,889.43,GBP,Fjord Interiors,,pending,13
515996,2023-11-05,2150.35,USD,Statler Hardware,apparel,paid,54
516064,2023-02-24,4473.67,GBP,Delta Pharmacy,fuel,chargeback,31
516450,2023-11-04,1001.32,USD,Nordic Fjäll,dining,refunded,77
516898,2024-10-26,4610.45,USD,Blue Harbor Goods,dining,refunded,89
517265,2024-06-14,144.42,EUR,Northwind Supply,,chargeback,37
517708,2024-01-31,1750.22,EUR,Vela Cycles,,paid,38
520501,2023-05-21,3999.58,GBP,Orchard and Vine,travel,paid,20
522134,2023-04-02,3548.68,USD,Fjord Interiors,fuel,paid,1
524871,2023-04-12,263.75,GBP,Delta Pharmacy,grocery,pending,
525081,2023-09-02,3672.95,USD,Petit Marché,dining,paid,62
525728,2023-12-24,1988.62,USD,Blue Harbor Goods,utilities,refunded,94
526312,2023-08-19,1248.69,GBP,Fjord Interiors,dining,chargeback,1
530733,2024-09-20,246.65,USD,Kestrel Outfitters,hardware,paid,53
531333,2024-03-18,2062.57,EUR,Vela Cycles,fuel,pending,79
534301,2023-10-23,4698.55,USD,Vela Cycles,utilities,paid,56
534628,2024-11-29,1819.35,GBP,Trailhead Sports,,paid,21
535123,2024-04-14,1938.47,GBP,Kestrel Outfitters,hardware,chargeback,39
535762,2023-05-28,968.70,EUR,Nordic Fjäll,travel,pending,60
536827,2023-07-20,2132.12,EUR,Fjord Interiors,utilities,pending,75
536932,2024-10-04,3837.45,GBP,Vela Cycles,hardware,refunded,15
537547,2024-10-21,366.40,GBP,Nordic Fjäll,apparel,refunded,57
537576,2024-10-06,500.72,USD,Kestrel Outfitters,hardware,paid,67
540361,2023-12-01,419.93,USD,Café Norte,dining,paid,80
540558,2023-01-14,4234.12,GBP,Orchard and Vine,hardware,paid,21
541799,2023-05-14,317.40,EUR,Orchard and Vine,grocery,paid,
542216,2024-11-28,3730.05,GBP,Delta Pharmacy,utilities,chargeback,98
542669,2023-06-01,737.52,USD,Nordic Fjäll,apparel,paid,16
543134,2024-06-03,3469.20,GBP,Statler Hardware,hardware,refunded,29
544069,2023-08-04,751.06,USD,Petit Marché,grocery,refunded,91
545357,2024-10-26,1259.09,GBP,Northwind Supply,grocery,chargeback,13
546666,2023-07-18,3603.83,USD,Trailhead Sports,travel,paid,7
548922,2024-06-15,4338.19,USD,Orchard and Vine,dining,refunded,
548956,2024-01-26,1809.87,GBP,Orchard and Vine,hardware,paid,42
549061,2023-02-24,4281.42,USD,Delta Pharmacy,dining,pending,84
550813,2023-12-20,2514.66,USD,Café Norte,travel,paid,61
550826,2023-02-22,3465.33,USD,Vela Cycles,dining,paid,59
551471,2023-10-01,3775.84,EUR,Delta Pharmacy,utilities,chargeback,85
552630,2024-08-06,2397.96,GBP,Orchard and Vine,fuel,chargeback,6
553117,2023-11-01,2099.07,EUR,Café Norte,hardware,pending,42
554637,2024-05-15,1487.65,EUR,Orchard and Vine,apparel,chargeback,14
555298,2023-10-17,1263.72,USD,Café Norte,grocery,paid,25
555624,2024-06-19,444.00,EUR,Nordic Fjäll,fuel,pending,
556111,2023-09-06,3533.82,GBP,Fjord Interiors,grocery,chargeback,76
558117,2024-01-21,2261.22,EUR,Nordic Fjäll,dining,pending,50
558944,2023-09-13,1793.80,EUR,Statler Hardware,utilities,paid,7
560033,2024-01-19,4588.05,USD,Delta Pharmacy,apparel,refunded,28
560037,2023-07-22,4117.18,USD,Café Norte,,paid,3
560386,2023-09-23,627.31,EUR,Kestrel Outfitters,fuel,paid,25
561373,2023-05-04,1250.48,USD,Northwind Supply,dining,refunded,53
562808,2023-03-03,2487.55,GBP,Kestrel Outfitters,hardware,paid,50
563281,2023-02-10,2645.18,USD,Kestrel Outfitters,dining,paid,81
564255,2024-01-12,3229.97,USD,Orchard and Vine,utilities,chargeback,11
564862,2024-12-01,50.33,EUR,Petit Marché,travel,refunded,14
565503,2023-12-07,4592.54,GBP,Vela Cycles,travel,pending,
566196,2024-06-27,4438.39,GBP,Fjord Interiors,utilities,refunded,49
566580,2023-11-20,4677.70,GBP,Nordic Fjäll,travel,refunded,55
567293,2024-06-10,493.82,EUR,Petit Marché,hardware,paid,38
569274,2023-02-24,479.05,EUR,Kestrel Outfitters,utilities,refunded,
569314,2024-04-25,3705.47,EUR,Blue Harbor Goods,utilities,paid,95
570037,2023-03-05,3902.54,EUR,Petit Marché,fuel,paid,56
570441,2024-04-18,4663.90,USD,Orchard and Vine,travel,chargeback,3
571113,2024-02-09,896.90,USD,Northwind Supply,fuel,paid,15
572651,2024-04-08,826.14,EUR,Nordic Fjäll,fuel,chargeback,61
572816,2023-05-31,3394.78,EUR,Vela Cycles,fuel,refunded,
573055,2023-09-11,2890.70,GBP,Statler Hardware,dining,pending,64
573607,2023-09-30,3588.07,GBP,Fjord Interiors,fuel,pending,24
573721,2024-07-10,294.08,USD,Nordic Fjäll,fuel,pending,88
574073,2023-07-18,1115.04,GBP,Fjord Interiors,travel,refunded,47
574861,2023-09-15,1043.56,GBP,Blue Harbor Goods,grocery,chargeback,47
575552,2024-08-04,4056.32,GBP,Orchard and Vine,dining,chargeback,
575716,2023-06-15,726.67,GBP,Café Norte,utilities,pending,53
575866,2024-02-15,4182.50,USD,Northwind Supply,fuel,refunded,71
576782,2024-09-10,2408.73,EUR,Northwind Supply,hardware,paid,20
577139,2024-09-06,2977.00,GBP,Orchard and Vine,travel,pending,16
577328,2024-06-23,3296.18,GBP,Kestrel Outfitters,utilities,paid,89
577385,2023-02-14,2430.51,USD,Café Norte,fuel,refunded,70
578318,2023-01-05,495.66,USD,Vela Cycles,utilities,paid,71
578819,2024-01-11,3539.34,EUR,Statler Hardware,travel,refunded,16
579813,2023-11-03,2939.80,GBP,Café Norte,utilities,refunded,88
581423,2023-11-17,1843.74,EUR,Vela Cycles,,paid,87
583001,2024-10-29,814.32,EUR,Kestrel Outfitters,grocery,pending,25
585044,2023-11-13,427.45,EUR,Orchard and Vine,travel,chargeback,47
586341,2023-04-26,1265.00,GBP,Trailhead Sports,grocery,paid,85
587223,2023-12-03,2103.76,EUR,Statler Hardware,travel,pending,47
587510,2024-01-11,901.14,GBP,Blue Harbor Goods,utilities,paid,35
587771,2023-01-09,2947.25,USD,Statler Hardware,fuel,paid,
590655,2023-04-06,2314.07,USD,Vela Cycles,grocery,refunded,48
592562,2023-08-13,4643.21,GBP,Northwind Supply,travel,chargeback,79
592914,2023-07-25,3702.22,GBP,Delta Pharmacy,hardware,refunded,96
593741,2023-11-10,4013.69,GBP,Blue Harbor Goods,fuel,paid,25
593904,2023-10-24,1828.62,USD,Kestrel Outfitters,hardware,pending,76
593994,2023-10-14,1782.98,EUR,Petit Marché,utilities,refunded,83
595276,2023-03-20,4559.66,GBP,Statler Hardware,apparel,refunded,52
595780,2024-07-09,913.81,EUR,Petit Marché,hardware,chargeback,3
596064,2024-02-24,4204.45,GBP,Orchard and Vine,utilities,refunded,73
596078,2024-07-26,4651.73,GBP,Trailhead Sports,apparel,refunded,89
597648,2023-09-29,2343.15,GBP,Petit Marché,hardware,paid,29
597769,2023-03-18,3938.51,GBP,Blue Harbor Goods,hardware,paid,98
597917,2024-05-04,4640.23,EUR,Fjord Interiors,travel,refunded,68
599361,2023-09-16,1060.83,GBP,Delta Pharmacy,grocery,pending,92
599869,2023-12-21,4291.74,USD,Statler Hardware,grocery,pending,17
599877,2024-07-18,1844.83,GBP,Vela Cycles,travel,chargeback,76
600979,2024-01-20,2295.49,EUR,Nordic Fjäll,grocery,paid,32
602056,2023-01-12,1422.90,USD,Fjord Interiors,dining,refunded,12
605748,2023-10-09,3024.74,EUR,Petit Marché,travel,paid,70
610034,2024-07-25,3168.65,EUR,Statler Hardware,apparel,refunded,74
611443,2023-04-03,4440.22,USD,Delta Pharmacy,utilities,chargeback,89
611480,2024-06-08,3498.23,GBP,Fjord Interiors,grocery,chargeback,42
612910,2024-09-04,1001.79,EUR,Petit Marché,fuel,refunded,68
613183,2023-03-13,172.18,USD,Statler Hardware,travel,pending,65
614622,2024-06-04,3594.01,EUR,Vela Cycles,utilities,chargeback,40
614823,2023-01-07,4520.88,EUR,Vela Cycles,hardware,pending,86
614970,2024-11-18,2978.70,GBP,Trailhead Sports,apparel,paid,3
616081,2023-10-25,1591.77,EUR,Kestrel Outfitters,travel,refunded,6
618780,2024-11-20,3369.59,EUR,Kestrel Outfitters,hardware,paid,91
618959,2024-04-08,1387.62,USD,Fjord Interiors,apparel,pending,11
619047,2023-01-08,3058.45,EUR,Nordic Fjäll,travel,paid,98
621916,2023-03-29,2477.36,GBP,Statler Hardware,fuel,chargeback,86
622524,2023-01-27,3365.06,EUR,Café Norte,fuel,chargeback,8
623374,2024-07-18,1280.14,USD,Trailhead Sports,travel,pending,
623797,2024-01-30,4187.89,EUR,Nordic Fjäll,travel,chargeback,62
624949,2023-03-23,1812.04,USD,Orchard and Vine,hardware,paid,55
625410,2023-03-04,1280.12,GBP,Kestrel Outfitters,apparel,pending,1
626488,2024-07-24,783.70,GBP,Kestrel Outfitters,dining,paid,77
627338,2023-08-29,4053.93,USD,Delta Pharmacy,hardware,pending,24
628579,2023-06-07,1748.02,GBP,Statler Hardware,apparel,chargeback,29
628715,2023-02-20,2236.75,EUR,Blue Harbor Goods,travel,refunded,43
629053,2024-07-19,2736.34,EUR,Blue Harbor Goods,fuel,chargeback,34
629392,2023-11-04,2728.41,USD,Northwind Supply,apparel,pending,37
630697,2024-01-17,3505.32,USD,Petit Marché,hardware,paid,2
631489,2023-08-28,651.07,EUR,Café Norte,grocery,chargeback,25
631572,2023-02-01,290.05,EUR,Trailhead Sports,fuel,refunded,7
632377,2023-02-24,711.13,GBP,Statler Hardware,hardware,paid,47
633191,2024-03-26,247.88,GBP,Vela Cycles,fuel,refunded,50
633295,2024-07-10,3260.22,USD,Fjord Interiors,hardware,pending,58
635203,2024-02-17,1467.55,EUR,Vela Cycles,,refunded,26
635909,2024-06-13,2021.00,GBP,Kestrel Outfitters,utilities,chargeback,65
636052,2024-07-08,3574.73,USD,Delta Pharmacy,dining,pending,92
636350,2023-03-18,2517.33,USD,Blue Harbor Goods,dining,pending,56
636905,2024-11-06,1533.63,USD,Vela Cycles,,pending,83
637038,2024-08-08,940.82,EUR,Fjord Interiors,utilities,refunded,
639260,2024-08-07,438.72,EUR,Fjord Interiors,utilities,paid,47
639720,2024-02-22,3743.66,USD,Orchard and Vine,hardware,pending,8
639856,2024-08-21,847.00,GBP,Café Norte,apparel,chargeback,52
640737,2023-06-24,1543.13,USD,Café Norte,utilities,pending,
