respondent_id	gender	satisfaction	comment	submitted	income	field3
538310	male	3	Returns handling was confusing in places and the price felt fair.	2023-05-07	56033.43	bravo
538337	nonbinary	4	Onboarding was clear and unhurried and support fixed it fast.	2023-11-02	30692.54	charlie
539978	prefer not to say	5	Setup took genuinely excellent and support fixed it fast.	2023-08-14	129638.92	bravo
545504	nonbinary	4	Onboarding was genuinely excellent although shipping was slow.	2023-02-24	91801.85	delta
546196	nonbinary	3	The manual was about what I expected so I upgraded the plan.	2022-10-30	144827.11	bravo
547147	nonbinary	1	The réservation about what I expected so I upgraded the plan.	2024-02-14	56903.05	charlie
548262	prefer  not to say	3	The café order about what I expected and the price felt fair.	2024-01-04	41185.21	bravo
548668	prefer not to say	2	Delivery arrived surprisingly straightforward so no complaints here.	2023-12-28	null	alpha
551956	female	3	Checkout felt later than promised but I still had questions.	2024-05-05	66120.85	charlie
553555	female	3	Support replied hard to follow and the price felt fair.	2022-06-02	142,290.71	charlie
554757	prefer  not to say	5	Onboarding was well ahead of schedule though the packaging tore.	2023-08-21	69793.87	delta
555254	female	5	The manual was better than last time and the price felt fair.	2022-10-01	NA	delta
555535	prefer not to say	2	Onboarding was better than last time but the invoice was wrong.	2024-04-23	97501.59	delta
555846	female	2	The réservation hard to follow so no complaints here.	2024-04-09	77232.90	delta
564307	male	5	Support replied about what I expected and the price felt fair.	2022-09-22	51588.65	alpha
564941	(prefer not to say)	1	The réservation hard to follow and I would order again.	2023-07-09	103583.43	alpha
569982	male	2	Onboarding was better than last time though the packaging tore.	2024-05-28	93582.19	charlie
571309	male	2	Checkout felt surprisingly straightforward so no complaints here.	2024-07-20	138988.15	alpha
571782	female	2	The café order about what I expected though the packaging tore.	2023-07-05	29353.47	bravo
572975	male		The café order better than last time and I would order again.	2023-10-21	34491.92	bravo
573120	female	5	Support replied surprisingly straightforward but the invoice was wrong.	2024-08-01	120478.74	delta
573427	male	3	Returns handling was confusing in places although shipping was slow.	2023-02-22	86031.31	bravo
580064	female	2	Support replied hard to follow although shipping was slow.	2022-11-27	79099.40	bravo
303108	prefer not to say	3	Setup took genuinely excellent so no complaints here.	2023-05-02	117808.24	alpha
582605	nonbinary	2	The réservation hard to follow but I still had questions.	2022-07-16	61049.83	bravo
585222	prefer not to say	3	Delivery arrived better than last time but the invoice was wrong.	2022-08-21	24,484.24	charlie
467398	male	1	Support replied well ahead of schedule but I still had questions.	2024-08-16	53952.30	bravo
586972	prefer not to say	4	The réservation clear and unhurried which cost me an afternoon.	2023-01-26	92004.34	charlie
151261	prefer not to say	1	Packaging was confusing in places so no complaints here.	2022-11-16	97995.80	bravo
589083	nonbinary	2	The manual was hard to follow though the packaging tore.	2022-09-30	65425.64	(delta)
589382	male	3	Returns handling was roughly average and I would order again.	2024-04-16	46550.26	alpha
589878	female	2	The cafÃ© order confusing in places but the invoice was wrong.	2023-07-22	41922.76	bravo
590870	nonbinary	3	Checkout felt clear and unhurried so I upgraded the plan.	2023-10-13	67078,45	alpha
591007	nonbinary	2	Support replied better than last time but the invoice was wrong.	2024-07-23	139868.94	bravo
591014	nonbinary	5	Returns handling was surprisingly straightforward so I upgraded the plan.	2024-07-17	72065.13	alpha
591928	female	2	Checkout felt well ahead of schedule and I would order again.	2024-03-31	68174.44	delta
592182	nonbinary	1	Support replied better than last time and support fixed it fast.	2023-06-16	44684.39	alpha
593289	nonbinary	1	The réservation roughly average and the price felt fair.	2023-11-29	580085.67	bravo
600716	nonbinary	4	Packaging was genuinely excellent and I would order again.	2024-02-15	65989.27	charlie
600816	nonbinary	5	Checkout felt better than last time and I would order again.	2022-06-30	134320.69	delta
603138	male	1	Setup took clear and unhurried so no complaints here.	2024-08-30	93757.57	bravo
607640	prefer not to say	4	Checkout felt well ahead of schedule which cost me an afternoon.	2024-06-03	64162.93	charlie
607976	female	5	Returns handling was about what I expected which cost me an afternoon.	2023-06-26	143075.78	bravo
608266	male	3	Setup took about what I expected which cost me an afternoon.	2023-01-21	61958.27	alpha
608349	female	1	Setup took surprisingly straightforward which cost me an afternoon.	2024-09-30	46364.66	charlie
609686	male	4	Checkout felt confusing in places which cost me an afternoon.	2024-04-29	59039.70	charlie
609773	male	1	The réservation roughly average but I still had questions.	2023-06-20	109350.46	charlie
611395	male	1	Delivery arrived later than promised but the invoice was wrong.	2023-04-17	125705,51	alpha
614060	nonbinary	1	Setup took about what I expected but I still had questions.	2024-05-30	137475.48	bravo
614885	nonbinary	3	The manual was roughly average although shipping was slow.	2022-12-02	143900.41	baavo
616745	female	20	Support replied confusing in places but I still had questions.	2022-12-13	null	delta
617281	prefer  not to say	5	The café order hard to follow though the packaging tore.	2023-03-24	25991.42	bravo
617303	female	1	Checkout felt surprisingly straightforward which cost me an afternoon.	2024-10-25		charlie
617583	nonbinary	3	Support replied clear and unhurried so no complaints here.	2022-12-24	114397.44	delta
619665	prefer not to say	3	The café order later than promised and the price felt fair.	2024-01-16	119209.06	alpha
621938	nanbinary	5	Delivery arrived genuinely excellent and support fixed it fast.	2024-06-15	128940.31	delta
624527	male	4	Packaging was roughly average so I upgraded the plan.	2024-06-30	111629.33	charlie
630450	female	1	Returns handling was roughly average but I still had questions.	2024-06-07	88386.10	alpha
632797	prefer not to say	1	Setup took hard to follow which cost me an afternoon.	2024-03-24	40606.68	delta
633629	prefer not to say	5	Onboarding was about what I expected and support fixed it fast.	2024-04-16	103238.54	alpha
634302	prefer not to say	5	The réservation better than last time and support fixed it fast.	2023-04-28	122974.41	alpha
640629	prefer not to say	3	Setup took well ahead of schedule though the packaging tore.	2023-06-25	52694.40	bravo
642000	prefer not to say	4	The réservation confusing in places and the price felt fair.	2023-06-28	50097.90	alpha
642653​	nonbinary	3	Setup took later than promised though the packaging tore.	2023-05-27	41360.32	bravo
644876	nonbinary	4	The réservation clear and unhurried and I would order again.	2023-01-29	147008,73	delta
645866	prefer not to say	4	Onboarding was confusing in places so I upgraded the plan.	2024-02-03	100847.01	charlie
646450	female		Returns handling was hard to follow which cost me an afternoon.	2024-01-12	32257.03	bravo
650612	nonbinary	4	Packaging was clear and unhurried although shipping was slow.	2023-03-04	56957.42	delta
  650650 	female	2	The manual was clear and unhurried but I still had questions.	2024-10-17	71244.91	charlie
198433	nonbinary		Onboarding was confusing in places although shipping was slow.	2022-10-20		delta
651087	nonbinary	2	Packaging was hard to follow so I upgraded the plan.	March 7, 2023	52795.24	delta
652083	female	1	Packaging was better than last time although shipping was slow.	December 28, 2023	56253.12	(bravo)
653315	male	5	Packaging was genuinely excellent which cost me an afternoon.	2024-10-31	47031.06	bravo
653378	prefer not to say	2	Onboarding was confusing in places so no complaints here.	2023-09-04	92047.19	bravo
654895	male	5	The café order roughly average although shipping was slow.	2024-05-01	85914,64	charlie
657296	nonbinary		The manual was better than last time and support fixed it fast.	2023-09-18	58242.21	alpha
657483	female	5	Delivery arrived surprisingly straightforward so I upgraded the plan.	2024-07-09	'119163.79	alpha
658979	nonbinary	2	Delivery arrived about what I expected but the invoice was wrong.	2023-10-26	81964.31	charlie
659462	nonbinary	1	 The manual was genuinely excellent and support fixed it fast. 	2022-10-19	109953.41	alpha
665382	male	1	The manual was surprisingly straightforward and support fixed it fast.	2023-04-22	114,880.58	alpha
665531	female	2	Support replied clear and unhurried and support fixed it fast.	2023-10-26	58141.74	charlie
667210	prefer not to say	2	Delivery arrived hard to follow which cost me an afternoon.	2024-05-07		delta
668045	prefer not to say	1	The manual was better than last time so no complaints here.	2023-08-31	80561.32	bravo
313579	nonbinary	4	Onboarding was clear and unhurried which cost me an afternoon.	2022-10-04	135771.04	delta
669756	female	1	Checkout felt roughly average and I would order again.	2023-08-02	56669.12	delta
670999	male	2	Delivery arrived later than promised which cost me an afternoon.	2022-12-22	95908.65	charlie
671484	male	1	Setup took confusing in places and support fixed it fast.	2023-10-11	65108.89	charlie
674367	prefer not to say	1	Support replied surprisingly straightforward although shipping was slow.	2024-09-23	64054.08	charlie
676993	female	5	Returns handling was roughly average and support fixed it fast.	2022-12-03	32674.02	bravo
678756	prefer not to say	4	The café order genuinely excellent and I would order again.	2022-07-04	128574.76	bravo
681749	female	1	Checkout felt better than last time and the price felt fair.	2022-06-11	115463.79	alpha
682078	male	4	Onboarding was surprisingly straightforward though the packaging tore.	2024-04-18	58538.90	bravo
684038	female	5	Onboarding was clear and unhurried though the packaging tore.	2024-02-24	39564.28	delta
685330	female	3	Onboarding was well ahead of schedule although shipping was slow.	2022-07-14	72887.19	alpha
687891	nonbinary	2	Support replied about what I expected although shipping was slow.	2023-12-27	52385.45	bravo
689486	nonbinary	4	Checkout felt confusing in places so I upgraded the plan.	September 27, 2024	56389.58	delta
689615	  nonbinary 		The réservation hard to follow though the packaging tore.	2024-07-26	58805.16	charlie
690019	prefer not to say	5	Checkout felt clear and unhurried but the invoice was wrong.	2023-01-05	84662.99	alpha
690702	prefer not to say	2	Support replied genuinely excellent but I still had questions.	2024-04-17	N/A	bravo
692359	nonbinary	4	The café order confusing in places but I still had questions.	2023-04-07	85567.96	alpha
693232	nonbinary	2	Onboarding was hard to follow and support fixed it fast.	2022-10-02	77493.86	charlie
695940	(male)		Returns handling was well ahead of schedule although shipping was slow.	2024-09-18	94864.57	charlie
696394	prefer not to say	4	Returns handling was well ahead of schedule so I upgraded the plan.	2024-11-17	73640.02	charlie
696708	female	1	Returns handling was surprisingly straightforward although shipping was slow.	2023-02-21	#N/A	charlie
696978	female	2	Delivery arrived about what I expected so I upgraded the plan.​	2022-09-10	NaN	bravo
697990	prefer not to say	3	The manual was hard to follow but the invoice was wrong.	2023-12-14	115957.29	bravo
701922	prefer not to say	5	The réservation roughly average and support fixed it fast.	2024-04-27	143182.97	alpha
703318	prefer not to say	5	 The café order better than last time but I still had questions. 	2024-04-04	30499.54	charlie
703983	male	2	Returns handling was roughly average which cost me an afternoon.	2023-08-30	71179.85	charlie
707960	female	2	Checkout felt later than promised so no complaints here.	2023-12-22	136909.93	charlie
709505	prefer not to say	1	Onboarding was confusing in places though the packaging tore.	2023-04-15	39254.34	bravo
711097	female	4	The cafÃ© order well ahead of schedule but the invoice was wrong.	2024-05-03	111995.86	charlie
711440	female	2	Delivery arrived genuinely excellent and the price felt fair.	2023-12-14	140823.56	charlie
712181	female	5	 Setup took about what I expected although shipping was slow. 	2023-05-18	133855.75	charlie
713801	male	2	Packaging was clear and unhurried but I still had questions.	2023-03-14		bravo
714550	male	1	The cafÃ© order better than last time so I upgraded the plan.	2024-07-25	54027.84	bravo
715316	male	3	Setup took surprisingly straightforward but I still had questions.	2023-12-26	49957.80	delta
715398	nonbinary	3	Returns handling was clear and unhurried but I still had questions.	2022-08-18	127078.39	delta
715631	female	1	Setup took better than last time and support fixed it fast.	2023-04-04	31653.46	alpha
716301	female	5	The rÃ©servation confusing in places but the invoice was wrong.	2023-03-13	54857.82	charlie
717651	prefer not to say	2	Setup took surprisingly straightforward but the invoice was wrong.	2023-04-11	116417.94	delta
718028	female	2	Packaging was clear and unhurried so I upgraded the plan.	2022-06-22	36559.78	bravo
  719775 	male	3	The réservation about what I expected but I still had questions.	2023-11-18	93024.87	alpha
721030	female	3	The café order later than promised although shipping was slow.	2022-10-30	52976.41	alpha
727685	prefer not to say	1	Checkout felt confusing in places and support fixed it fast.	2023-12-01	25903.77	bravo
728636	female	4	The réservation well ahead of schedule but the invoice was wrong.	2022-06-08	68045.10	charlie
730594	female	5	The cafÃ© order later than promised but the invoice was wrong.	January 6, 2024	144296.58	charlie
731560	nonbinary	3	Returns handling was confusing in places though the packaging tore.	2023-04-21	141701.69	charlie
731896	male	2	Checkout felt surprisingly straightforward though the packaging tore.	2024-07-21	NA	charlie
733631	female	3	Checkout felt about what I expected so no complaints here.	2023-06-09	140780.53	delta
734169	nonbinary	2	Support replied better than last time but I still had questions.	2023-11-12	121537.74	charlie
736304	male	2	Checkout felt hard to follow though the packaging tore.	2023-01-07	-800370.58	delta
737351	male	5	Packaging was roughly average and the price felt fair.	2022-11-24	71682.16	delta
740725	prefer not to say	4	Packaging was about what I expected so I upgraded the plan.	2024-05-09	122861.48	delta
740979	male	3	Delivery arrived well ahead of schedule so no complaints here.	2024-09-14	48798.70	charlie
744834	male	3	The réservation well ahead of schedule and I would order again.	2022-10-18	64864.76	charlie
749085	prefer not to say	4	Packaging was well ahead of schedule although shipping was slow.	2023-01-27		delta
749220	(male)	5	Delivery arrived roughly average but the invoice was wrong.	2023-09-05	85188.58	  delta 
749432	female	4	Setup took roughly average and support fixed it fast.	2022-07-24	118,152.43	alpha
752375	female	5	Checkout felt genuinely excellent but the invoice was wrong.	2022-12-08	96794.33	alpha
754358	nonbinary	1	Setup took genuinely excellent but the invoice was wrong.	2022-09-29	124813.38	alpha
755721	female	3	Onboarding was well ahead of schedule and I would order again.	2024-07-16	65367.48	charlie
755986	prefer not to say	1	Checkout felt surprisingly straightforward but I still had questions.	2022-07-25	140937.91	alpha
756323	NONBINARY	4	Onboarding was better than last time and the price felt fair.	2024-05-13	97180.52	delta
759657	female	1	The rÃ©servation later than promised so no complaints here.	2023-01-12	139298.59	alpha
759981	male	2	Delivery arrived roughly average although shipping was slow.	2024-05-18	58513.98	bravo
761503	prefer not to say	5	Onboarding was later than promised which cost me an afternoon.	2024-09-13	142929.57	bravo
761743	nonbinary	4	The café order surprisingly straightforward which cost me an afternoon.	2023-08-08	103,233.60	delta
762882	female	3	The cafÃ© order roughly average so no complaints here.	2023-12-30	137015.78	charlie
764652	male	4	Onboarding was clear and unhurried and I would order again.	2022-11-21	31198.73	bravo
766219	male	2	The rÃ©servation genuinely excellent so no complaints here.	2022-07-21		bravo
766811	female	5	Delivery arrived roughly average but I still had questions.	2024-05-16	131826.41	bravo
767627	nonbinary	3	Support replied about what I expected though the packaging tore.	2024-10-08	35679.64	alpha
770903	male	5	Setup took about what I expected though the packaging tore.	2024-08-01		charlie
773958​	female	4	Support replied clear and unhurried although shipping was slow.	2023-04-17	136486.12	bravo
778179	female	1	Packaging was better than last time so I upgraded the plan.	2022-12-10	72225.35	alpha
779256	female	3	Onboarding was hard to follow although shipping was slow.	2023-04-02	52088.92	alpha
779271	female	3	Support replied well ahead of schedule although shipping was slow.	2023-04-02	34894.74	bravo
779692	male	4	Returns handling was later than promised and the price felt fair.	2023-08-08	108813.28	bravo
781357	nonbinary	4	Support replied roughly average and the price felt fair.	2022-07-25	44260.09	bravo
787127	male		Checkout felt confusing in places and I would order again.	2024-10-29	129268.80	delaa
788643	nonbinary	4	Support replied better than last time so no complaints here.	July 27, 2022	73135.93	alpha
789621	(prefer not to say)	4	Packaging was hard to follow so no complaints here.	2023-10-15	83770.65	alpha
791201	female	4	Delivery arrived clear and unhurried although shipping was slow.	2022-10-25	28181.25	delta
791742	female	1	Support replied better than last time and the price felt fair.	2024-07-21	70474.10	delta
795912	prefer not to say	5	Onboarding was about what I expected although shipping was slow.	2024-07-08	41279.63	alpha
799573	female	4	Onboarding was roughly average though the packaging tore.	2024-03-02	67212.11	alpha
800536	prefer not to say	1	The manual was hard to follow so no complaints here.	2024-05-04	143243.21	alpha
805111	female	3	Setup took roughly average and the price felt fair.	2024-08-25	€101158.83	alpha
805658	female	3	Support replied clear and unhurried but the invoice was wrong.	2022-10-20	89336.72	charlie
805750	prefer not to say	5	Returns handling was hard to follow and the price felt fair.	2022-10-23	89549.40	bravo
806251	nonbinary	1	The manual was genuinely excellent but I still had questions.	2024-03-07	25757.91	charlie
808483	prefer not to say	3	Checkout felt hard to follow and I would order again.	 2023-03-25 	89004.70	delta
808856	nonbinary	4	Packaging was well ahead of schedule and the price felt fair.	2022-10-10	27081.08	delta
809607	prefer not to say	1	Packaging was confusing in places but the invoice was wrong.	2024-07-23	126136.68	alpha
810595	prefer not to say	1	Onboarding was later than promised although shipping was slow.	2024-07-30	55229.15	charlie
810658	male	2	Onboarding was surprisingly straightforward but the invoice was wrong.	2023-08-27	136949.19	bravo
813083	prefer not to say	3	Packaging was genuinely excellent though the packaging tore.	2024-11-04	25985.68	alpha
814636	male	1	Support replied better than last time so I upgraded the plan.	2024-07-21	134584.74	ALPHA
815556	male	-21	Returns handling was well ahead of schedule though the packaging tore.	2023-08-02	104888.95	alpha
815723	prefer not to say	1	Setup took later than promised but the invoice was wrong.	2022-09-20	139374.11	charlie
817161	prefer not to say	2	The réservation confusing in places which cost me an afternoon.	2022-12-10	90085.10	delta
817244	female	3	The manual was genuinely excellent and the price felt fair.	2023-08-04	98511.49	delta
817568	nonbinary	2	The manual was roughly average though the packaging tore.	  2022-09-01 	145862.75	alpha
823463	prefer not to say	3	Packaging was later than promised and support fixed it fast.	2024-04-03	67903.90	alpha
825174	male	3	The manual was genuinely excellent which cost me an afternoon.	2022-06-07	709725.26	delta
825387	prefer not to say	5	Checkout felt genuinely excellent and support fixed it fast.	July 17, 2022	133799.46	charlie
831954	prefer not to say		The réservation hard to follow and the price felt fair.	2024-04-03	74982.79	delta
832105	nonbinary	N/A	Setup took confusing in places and the price felt fair.	2024-09-13	135339.07	alpha
832769	prefer not to say	1	Checkout felt clear and unhurried though the packaging tore.	2024-07-18	144290.50	bravo
833146	male	2	Packaging was about what I expected and I would order again.	2024-07-30	47068.87	bravo
836473	nonbinary	3	Returns handling was hard to follow but I still had questions.	2023-07-10	53875.42	delta
837377	male	3	Delivery arrived better than last time so no complaints here.	2022-06-17	42149.65	charlie
837559	female	4	Returns handling was better than last time and the price felt fair.	2023-12-06		alpha
837912	male	3	Returns handling was about what I expected so no complaints here.	August 17, 2024	874129.00	charlie
842046	male	3	The cafÃ© order hard to follow which cost me an afternoon.	2023-02-05	100769.15	charlie
847263	prefer  not to say	2	The café order well ahead of schedule which cost me an afternoon.	2023-11-19	53690.61	alpha
847652	male	1	The café order genuinely excellent but the invoice was wrong.	2024-07-07	97860.92	delta
848930	nonbinary	4	The manual was hard to follow and I would order again.	2024-09-22	119051.17	bravo
849561	prefer not to say	4	Onboarding was clear and unhurried but I still had questions.	2024-09-07		charlie
849770	female	3	The manual was genuinely excellent though the packaging tore.	2023-01-08	128180.36	delta
851288	male	4	Setup took well ahead of schedule but I still had questions.	2023-03-21	74258.96	bravo
851554	male	1	Delivery arrived clear and unhurried but the invoice was wrong.	2024-08-26	55084.20	charlie
856106	female	2	Returns handling was genuinely excellent but the invoice was wrong.	2022-07-29	147418.52	alpha
861821	male	5	Setup took clear and unhurried but I still had questions.	2022-11-19	66074.81	delta
864156	female	1	The manual was better than last time so I upgraded the plan.	2024-09-16	112812.27	alpha
864582	nonbinary	1	Packaging was later than promised but the invoice was wrong.	2024-05-16	146560.14	delta
865479	nonbinary		Support replied hard to follow and I would order again.	2022-06-26	37847.24	alpha
865699	nonbinary	4	Checkout felt surprisingly straightforward although shipping was slow.	2023-06-09	99145.61	delta
867506	nonbinary	5	Setup took confusing in places although shipping was slow.	2022-10-07	130621,19	alpha
867528	male	2	Returns handling was later than promised which cost me an afternoon.	2024-07-04	113,647.77	delta
869085	male	5	Support replied genuinely excellent and support fixed it fast.	2023-02-04	€121659.56	charlie
871102	female	1	Support replied hard to follow though the packaging tore.	2024-05-11	124025.07	alpha
871202	nonbinary	4	Onboarding was about what I expected so I upgraded the plan.	2023-11-18	55744.96	alpha
871857	nonbinary	1	Checkout felt about what I expected but I still had questions.	2024-01-16	94449.75	bravo
874354	male	2	Support replied confusing in places and I would order again.	2022-10-27	'71010.72	bravo
874659	prefer not to say	NaN	Onboarding was hard to follow and the price felt fair.	2023-01-28	58687.73	alpha
876538	nonbinary	1	The réservation confusing in places so I upgraded the plan.	2024-08-09	64401.07	alpha
879611	female	5	Onboarding was later than promised and support fixed it fast.	2023-08-11	25643.30	charlie
880179	nonbinary	5	Onboarding was well ahead of schedule which cost me an afternoon.	2023-02-04	31355.26	bravo
883399	nonbinary		Delivery arrived confusing in places but the invoice was wrong.	2023-02-11	101404.52	bravo
884489	prefer  not to say	5	Checkout felt roughly average so no complaints here.	2024-10-17	99533.79	bravo
400525	prefer not to say	3	Checkout felt later than promised although shipping was slow.	2022-08-04	30378.72	bravo
885616	male	1	The manual was surprisingly straightforward and the price felt fair.	2024-10-12	107827.99	alpha
886700	nonbinary	5	The manual was clear and unhurried which cost me an afternoon.	2024-05-15	24170.74	charlie
890098	prefer not to say	2	Packaging was well ahead of schedule but I still had questions.	2022-09-03	117461.51	bravo
891331	male	5	Packaging was better than last time but I still had questions.	2022-09-09	126480.00	delta
891643	(prefer not to say)	5	The réservation roughly average so no complaints here.	2024-08-28	49853.76	delta
892801	nonbinary	2	Returns handling was surprisingly straightforward though the packaging tore.	2022-06-24	59624.94	bravo
893169	nonbinary	1	Packaging was clear and unhurried though the packaging tore.	December 20, 2023	28036.43	ALPHA
896188	male	5	Packaging was confusing in places and I would order again.	2022-06-29		alpha
896299	nonbinary	4	Checkout felt genuinely excellent so no complaints here.	2022-11-07	34796.33	delta
897757	female	1	Setup took well ahead of schedule but the invoice was wrong.	2023-01-16	116581.79	delta
900491	nonbinary	2	The manual was about what I expected though the packaging tore.	2024-10-23	32912.47	delta
900987	male	2	Packaging was surprisingly straightforward though the packaging tore.	2022-09-13	85245.97	alpha
901210	prefer not to say	1	Onboarding was later than promised but the invoice was wrong.	May 24, 2023	39369.12	charlie
903816	male	4	Onboarding was about what I expected which cost me an afternoon.	2023-08-03	€53044.81	alpha
905524	prefer not to say	3	The café order clear and unhurried but the invoice was wrong.	2022-09-07	127686.47	alpha
907963	nonbinary	4	Delivery arrived better than last time and support fixed it fast.	2024-06-30	90760.48	delta
97658	male	3	Packaging was confusing in places and support fixed it fast.	2024-03-10	91824.01	charlie
909606	male	2	Returns handling was well ahead of schedule but I still had questions.	2024-11-05	106433.21	alpha
910756	nonbinary		The réservation confusing in places and support fixed it fast.	2024-03-10	144194.23	alpha
913472	nonbinary	3	Packaging was genuinely excellent and support fixed it fast.	2024-08-23		bravo
914930	prefer not to say	2	Checkout felt well ahead of schedule so no complaints here.	2022-11-21	112318.74	charlie
918481	female	2	The manual was hard to follow but I still had questions.	2024-01-18		delta
920199	male	2	Returns handling was genuinely excellent but I still had questions.	2022-09-28	26819.29	alpha
922354	prefer not to say	2	Onboarding was better than last time so no complaints here.	2022-07-16	113577.63	delta
923278	prefer  not to say	2	The rÃ©servation roughly average but the invoice was wrong.	2022-11-14	36361.94	alpha​
924914	nonbinary	5	Delivery arrived surprisingly straightforward and support fixed it fast.	2024-03-18	136032.61	delta
929531	male	1	Setup took genuinely excellent so I upgraded the plan.	2022-10-12	51393.96	delta
931105	female	2	Checkout felt clear and unhurried although shipping was slow.	2024-07-12	127076.77	bravo
932064	male	4	Returns handling was better than last time but the invoice was wrong.	2023-04-13	81619.77	bravo
932611	prefer not to say	30	The manual was clear and unhurried but the invoice was wrong.	2023-03-04	73213.56	bravo
932788	male	3	The cafÃ© order better than last time although shipping was slow.	2023-03-04	109886.18	delta
939364	male	5	The manual was roughly average and support fixed it fast.	2024-04-18	105915.65	alpha
940027	male	2	Checkout felt clear and unhurried and support fixed it fast.	2023-01-21	29983.47	bravo
942588	male	4	The réservation later than promised so I upgraded the plan.	2022-10-15	134542.41	alpha
946268	female	2	Setup took hard to follow and the price felt fair.	2023-11-11	29486.82	charlie
948264	female	null	Delivery arrived well ahead of schedule so I upgraded the plan.	2024-02-26	144291.89	delta
948662	nonbinary	3	Support replied surprisingly straightforward which cost me an afternoon.	2022-11-18	63612.08	bravo
948764	prefer not to say	4	Checkout felt later than promised though the packaging tore.	2022-08-09	€100081.96	alpha
948989	female	2	Packaging was about what I expected though the packaging tore.	2023-09-14	127904.99	bravo
950747	prefer not to say	5	Delivery arrived roughly average though the packaging tore.	2024-10-24	101724.48	alpha
952158	male	4	Onboarding was later than promised and the price felt fair.	2022-09-15	72880.42	alpha
956780	nonbinary	3	Returns handling was clear and unhurried and support fixed it fast.	2022-10-31	73738.64	bravo
956910	nonbinary	4	The manual was well ahead of schedule but the invoice was wrong.	2022-10-22	  145536.45 	bravo
959793	nonbinary	4	The réservation about what I expected but the invoice was wrong.	2023-02-22	108138.64	bravo
960135	female		The café order later than promised so I upgraded the plan.	2023-09-29	54491.60	alpha
960696	nonbinary	5	Checkout felt roughly average which cost me an afternoon.	2024-08-30	67307.64	alpha
968400	female	5	Delivery arrived later than promised though the packaging tore.	2024-01-05	113703.48	charlie
968836	prefer not to say	4	Delivery arrived clear and unhurried though the packaging tore.	2024-09-11	79568.71	charlie
969625	female	5	Onboarding was well ahead of schedule and support fixed it fast.	2023-08-27	60575.27	delta
970887	male	2	The manual was well ahead of schedule and I would order again.	2024-05-06	47191.75	alpha
971982	nonbinary		The café order well ahead of schedule and the price felt fair.	July 3, 2022	117924.84	ALPHA
973699	nonbinary	1	Setup took clear and unhurried so I upgraded the plan.	2024-02-29	141781.15	charlie
977304	male	4	Packaging was later than promised so no complaints here.	January 20, 2024	104481.43	bravo
978843	nonbinary	3	Checkout felt well ahead of schedule but the invoice was wrong.	2022-07-16	NaN	alpha
985687	NONBINARY	1	Checkout felt later than promised and the price felt fair.	2024-07-19	118796.87	bravo
985714	prefer not to say	2	The manual was confusing in places which cost me an afternoon.	2024-05-11	65957.83	alpha
986753	male	4	The café order about what I expected but I still had questions.	2023-03-16	59247.57	alpha
987378	prefer not to say	2	Delivery arrived better than last time and I would order again.	2023-03-02	€74245.43	alpha
987999	prefer not to say	2	The café order genuinely excellent so no complaints here.	2023-04-08	116361.26	charlie
219416	prefer not to say	2	Returns handling was clear and unhurried but the invoice was wrong.	2024-04-04	130910.97	delta
989828	male	#N/A	Support replied roughly average but I still had questions.	2024-02-14	110851.44	delta
990088	male	2	Support replied well ahead of schedule and the price felt fair.	2022-11-17	73281.22	delta
990577	nonbinary	4	Checkout felt surprisingly straightforward and the price felt fair.	2023-07-06	36122.02	alpha
993270	nonbinary		Delivery arrived roughly average and the price felt fair.	2024-01-02	112581,97	charlie
993394	male	2	Setup took better than last time though the packaging tore.	2022-07-01	117053.08	charlie
995910	mala	2	Support replied confusing in places so I upgraded the plan.	2023-05-17	111399.79	delta
996561	prefer not to say	1	The manual was better than last time although shipping was slow.	2023-09-13	57562.32	bravo
329958	female	5	The réservation roughly average and I would order again.	2022-11-28	121176.02	delta
998819	nonbinary	3	The manual was later than promised but the invoice was wrong.	March 22, 2024	99865.45	delta
